body;question;categorie
La démocratie représentative est en crise notamment parce que la proportion d'ouvriers et d'employés à l'Assemblée Nationale et au Sénat (Représentation nationale) est quasiment nulle. Par le passé, des ouvriers sont devenus des politiciens de carrière et leurs semblables se sont sentis trahis, abandonnés. Il faut chercher les moyens de casser la fabrique de politiciens de carrière en démocratisant réellement l'accès aux mandats politiques : suppression de l'ENA outil de l'élite pour accaparer le pouvoir ? limitation des mandats politiques ? accroître la formation civique à l'école jusqu'à la majorité ? créer des stages obligatoires sur la responsabilité des élus (règles budgétaires,...) pour les candidats aux élections afin de les dissuader de la démagogie durant les campagnes ? ;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"D'accord avec vous, mais cet effort (en temps et en compréhension de textes souvent ""techniques"") n'est pas à la portée de tout le monde. Comment rendre accessible toute cette information, et ""donner envie"" aux citoyens de s'informer ? Le site de l'Assemblée Nationale ne permet pas de savoir facilement quels projets de lois vont être débattus, ni de visualiser rapidement qui a voté pour quoi. Le site de la MEL ne comprend pas de moteur de recherche par mots clefs pour savoir quand ont été débattus certains sujets. Etc ...";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"Les réformes sont souvent impopulaires, et ont besoin de ""temps long"" pour produire un effet ""visible"", surtout quand elles sont ""systémiques"". Prévoir à l'avance une appréciation à mi-mandat serait donc un frein inutile au courage politique dont nous avons tant besoin pour impulser les changements dont nous avons besoin.";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"La mise en place d'un RIC national serait probablement à coup sur une sanction de la politique en place, quel que soit le président. J""ai souvent vu en entreprise des sondages effectués par les syndicats et chaque fois qu""il fallait répondre par OUI ou par NON, ce n""était jamais la QUESTION qui était prise en compte. 
Par contre un RIC au niveau des régions sur les grands projets, pourquoi pas.  Les besoins dans le Nord  ne sont pas les mêmes que ceux du Sud, de L'est n de la Montagne....";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
A l’ère du numérique il devrait surement y avoir moyen de mettre les technologies au service de la politique afin que tout le monde puisse décider ou donner son jugement à tout projet de loi ou décision par oui ou non par exemple. ;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
oui;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Oui bien sur mais aussi par la mesure des dispositifs mis en place. 
Associer les citoyens aux questions suivantes : 
Nous avons fait ceci, cela donnez nous votre avis : C'est mieux pourquoi ? 
Mettre en place un vrai apprentissage des solutions mises en place.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Non ! C'est le job des élus de rapporter la parole des citoyens ;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Il faut associer, non pas davantage, mais tout court, les citoyens aux décisions ! Trop souvent les concertations ne sont que des  consultations, et les avis des habitants ne pèsent pas. Il n'y a pas besoin de tirer au sort : avec une démarche sur le long terme pédagogique et inclusive, les habitants viendront d'eux-mêmes participer. Faisons confiance à l'intelligence collective, créons les conditions pour qu'elle émerge d'elle-même, et travaillons en complémentarité avec les élus qui eux, doivent assumer les décisions. En recréant de l'implication, nous créerons l'unité. ;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"le problème, c'est qu'on a le sentiment que les citoyens ne sont consultés qu'au moment des élections... Entre temps, en général, le citoyens ne sont malheureusement associés à aucune décision... Que ce soit au local, ou au national, on a aussi l'impression que le pouvoir fait ""vriller"" bon nombre de personnes élues... et une fois élus, ils pensent qu'ils peuvent faire ce qu'ils veulent... If faut remettre la notion de ""représentant"" au centre, rendre des comptes, associer de la définition de politiques publiques, à leur mise en oeuvre et leur évaluation, mais ça suppose de lacher du pouvoir, en sont-ils capables ???
la culure française en politique n'est malheureusement pas dans la négociation, la consultation, la recherche de consensus... elle est dans la confrontation... et le culte du chef, c'est ça qu'il faut changer, ce n'est pas gagné !";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Je suis pour cette initiative, qui va permettre aux citoyens de participer davantage et de prendre plus ses responsabilités. 
Mais il va de soi, que les citoyens sélectionnés doivent être préparés pour réaliser cette tâche. Ça demande un effort de pédagogie de la part de l’Etat.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"oui, pourquoi n'avoir la parole et n'être associé aux décisions qu'au moment du vote ?
et ensuite on se retrouve avec des élus qui ont ou peuvent avoir toutes les clés pour appliquer leur politique sans tenir compte de l'avis des citoyens.
associer les gens au niveau de la commune, ce serait déjà un bien.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Oui;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
évidemment oui;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
 oui, les décisions publiques concernent le  peuple, Il faut donc tirer au sort des citoyens pour participer à  toutes nouvelles lois ou modifications car il ne faut pas oublier que c'est le peuple qui, dans son quotidien, à travers les territoires,  est a même de mieux juger l' adaptabilité et/ou l'efficacité des décisions prises en son nom et pour l'ensemble de celui-ci.;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
oui d’apres certaines expériences ailleurs il est montré qu’une part d’élu avec une part de non élu permet aux gens de suivre ce qu’il se passe, de s’impliquer davantage, de se sentir utile et de ne pas juste critiquer. et de mieux comprendre ce qui nous entoure. ;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"les élu sont avant tout des citoyen pas des dieux…. il est tout à fait normal que chaque citoyen puisse étre ""acteur"" du systemes (qu'il faut repencé à zero, pas changer quelque bricole)";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
La participation doit être d'abord locale. Le RIC devrait commencer par des consultations locales et sur des questions concrètes: la consommation, la mobilité. Et les élus locaux qui se plaignent de l'Etat et du chef de l'Etat devraient commencer par se mettre à l'écoute des leurs concitoyens...;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Pour, je n'ai toutefois pas d'idée de comment. A définir tous ensemble (via le RIC ?).

Cordialement";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
il y a des règles en démocratie, il faut les respecter;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"je suis contre pour un usage intensif du referendum, le principe de la démocratie est d'élire des représentants députés à qui on donne mandat de nous représenter pour proposer des lois et les soumettre au vote des assemblées, qui seront ensuite appliquées par l'exécutif le gouvernement, le referendum ayant été instauré dans la v eme république par le général De Gaulle pour imposer des lois par le président de la République.
le problème viens que les mandats du président et des députés coïncident depuis le quinquennat, la majorité parlementaire reflète l'élection présidentielle, ce qui exclue toute cohabitation et il n'y a plus de débat à l'assemblée. 
le système est complétement dévoyé aujourd'hui, c'est l' exécutif qui impose les lois qui ne peuvent même plus être amandées par l'opposition.
le referendum devrait être limité aux changements constitutionnels, quand la France prends engagements envers les instances internationales, ou pour dissoudre l'assemblée.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Effectivement, je rejoins votre avis. De plus un référendum a une valeur quand les votants connaissent les tenants et aboutissants du résultat du vote (ex pas comme pour le brexit).

Un autre problème du référendum est qu'il court-circuite tous les corps intermédiaires. ";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Globalement, je suis contre l'emplois du référentiel de façon systématique car cela remet en cause l'intérêt des élections. Cependant j'estime que le fait qu'il a été opté un système démocratique par représentation n'est pas un argument pour justifier la non mise en place du RIC, sinon on change rien car tout est déjà écrit.
Je pense, qu'il faut nous donner la possibilité d'exprimer notre opinion. A l'aire du numérique, je trouve cela navrant qu'un tel système n'a pas été mis en place par les corps législatif pour recueillir l'opinion afin d'apporter un argument pour orienter le débat . 
Après une élection législative en milieu de mandat présidentiel, peut-être séduisante. Mais j'ai toujours une image négatif des débats politiques où chacun reste sur ses positions. Ils ne montrent pas le principe d'un débat constructif mais plus d'une politique par rapport de force.
Donc Non au RIC mais Oui à la Consultation Citoyenne CC (fin des sondages d'opinion sur échantillon ""Représentatif"")";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Nous ne pouvons qu'être pour une telle question, c'est un peu flou. Maintenant je pense que nous sommes tous d'accord sur le fait qu'il faille une plus grande écoute de la population par l'institution étatique. Pourrais-t'on reconvertir nos fonctionnaires laissé sur le carreau de la digitalisation pour qu'il soit les médiateurs entre citoyens et la puissance l'état. Individu seul, nous ne sommes rien et inoffensif face aux puissances de ce monde. Permettez donc aux personnes d'être accompagné dans la compréhension et l'adaptation dans cette environnement excessivement déconcertant pour ceux qui n'ont pas le temps de lire quotidiennement le journal officiel.;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Non, je ne suis pas d'accord pour associer des citoyens non élus à la décision publique. C'est comme tout,cela relève de l'expérience ,et d'un certain professionnalisme. Encore moins de référendum sur tout et n'importe quoi , Trop de référendum tue le référendum , on s'en est aperçu dans les pays nordistes.Peut être responsabiliser un peu plus les élus de tout bord, et leur mettre de temps en temps une piqûre de rappel pour bien leur mettre en tête qu'il jongle avec l'argent public;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Je suis totalement contre le tirage au sort parmi l'ensemble des citoyens. Ca reviendrait à obliger certains de s'exprimer même s'ils n'en ont aucune envie.
En revanche, je pourrais être pour à la condition que les citoyens qui le souhaitent puissent s'inscrire sur des listes prévues à cet effet.
Le référendum d'initiative partagée est une bonne solution sous réserve que les conditions d'utilisation soient revues. Il faut bien évidemment baisser les seuils.
Une plateforme du débat public comme celle-ci est également une bonne solution ... à condition de savoir qu'elle existe !";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Plus qu’associer, il faut impliquer les citoyens. Mais s’il y a tirage au sort, ceux qui seront désignés par ce tirage pourrait trouver cela injuste et ne pas vouloir y participer. Faudrait-il dans ce cas refaire un tirage ? Cela pourrait à force ne plus être un tirage au sort et donc ne plus atteindre le but recherché. Il faut que tous les citoyens participent de façon obligatoire (et indemnisée), comme on le faisait pour le service national, pour une durée donnée. Par ailleurs, la démocratie conduit à des exigences très lourdes : consultation, bonne formation et information de toutes et tous, temps pour la réflexion et les échanges. Les médias doivent y jouer un rôle mais à condition que leur indépendance (financière et économique) soit avérée et contrôlée.
Dans notre société actuelle et son fonctionnement, le RIC n'est malheureusement pas un gage d'une meilleure démocratie (médias sous influence, risque de manipulation des questions...).";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
je pense qu il faut faire participer les cytoyens d avantage , mais je suis sceptique sur le tirage au sort;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
la suisse semble un bon exemple avec de nombreux referendums directs;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Oui 100%, c'est une des mesures les plus importantes pour retrouver une confiance envers la politique et impliquer es citoyens.
Plus de référendums aussi";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Totalement d'accord.;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Oui;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
On peut penser à une assemblée citoyenne tirée au sort puis prendre des profils représentatifs qui peuvent spoumettre des projets au parlement. ;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Il faudrait que ce groupe de citoyens tirés au sort ait le même pouvoir et la même légitimité. De sorte que les lois soient adoptés à la majorité des trois chambres : l'assemblée nationale, le sénat et l'assemblée citoyenne.;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Tout dépend de quelle décision publique! De même qu'en matière de Justice, on éclaire les jurys populaires en les encadrant de Magistrats aguerris, de même, les questions politiques supposent d'apprécier des enjeux complexes. Pourquoi pas un tirage au sort (comme au temps de la République vénitienne) mais il faut ensuite initier les citoyens aux  problématiques complexes des affaires internationales.    ;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Je ne pense pas que la gestion d'un pays peut être l'affaire du citoyen lambda, encore moins en le tirant au sort. Les députés sont là pour faire remonter la parole du peuple mais je crois, qu'au mieux, ils remontent la parole des citoyens de leur propre camp, tout est souvent affaire de chapelle. Pour moi, la solution est de faire ce que nous sommes en train de faire : définir un sujet et faire participer tout le monde à travers un débat. Il faudrait créer une cellule composée justement en partie de citoyens lambda pour synthétiser les réponses et les livrer au gouvernement, aux députés et au médias. Ce serait une vraie démocratie participative !;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Réduire le nombre de députés mais maintenir leur élection par circonscription. Pour faire contrepoids, tirer au sort les sénateurs à partir des listes électorales en poursuivant la promotion des inscriptions sur listes électorales. Les députés pourraient toujours avoir le dernier mot pour se prémunir du vote de lois sous des déchaînements de passion et de haine irrationnelle qui auraient empêché la légalisation de l'IVG, l'abolition de la peine de mort ou le mariage homosexuel.;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
D'accord avec vous, il existe des règles qu'il faut respecter. A condition que la démocratie s'exerce proprement. Avec un taux de participation faible et un faible écart, l'élu ne représente qu'une petite partie de la population. Certes, les mécontents n'ont qu'à s'exprimer, mais... Donc, d'accord avec vous, mais en prenant en compte les débats sur d'autres questions, telles la prise en compte du vote blanc, ou l'obligation de voter...;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
quelle connaissance des dossiers peut on avoir avant de donner un avis ? on apprecie ou pas le résultat constate, est ce qu’on a les tenants et aboutissants qui permettent une decision ? par exemple le choix budgetaire ? les elements techniques ? les elements de cooperatio politique au niveau local, nations, europeen ? est on en etat d’apprécier le dossier ? je suis très prudente sur cette proposition;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"A l'instar des jurys populaires, l'instauration de groupes consultatifs (avec présence obligatoire valant autorisation d'absence professionnelle) permettrait aux élus de s'appuyer sur un consensus (à condition que la sélection repose bien sur le hasard)
Petits bémols : toute décision ne trouvera jamais le soutien d'une large majorité (chaque citoyen apprécie la décision à la lumière de ses intérêts propres et immédiats..)? Autre bémol, l'image du Gaulois réfractaire reste malgré tout une réalité... Le bien commun n'est pas toujours une motivation de tous.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Oui comme pour les jurés d assises;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Au tribunal, les jurés sont tirés au sort ... et cela ne révolte personne;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Tout dépend du niveau ""d'association"" aux décisions qu'on attendrait de ces citoyens tirés au sort. La responsabilité finale appartient à nos élus, et ce serait un déni de démocratie que de leur retirer une part de ce pouvoir. Mais on peut faire (beaucoup) mieux en matière de consultations avant décision, tant que les dossiers sont présentés de manière accessible, et dans un ""timing"" qui permet une vraie influence de l'avis rendu par ces citoyens. Le tirage au sort permettrait d'éviter que les instances consultatives existantes (Conseils de quartier, par exemple) soient ""noyautées"" par des activistes (qu'ils soient pour ou contre les élus en place).";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
A quoi serviraient les élections si c'est pour remettre une partie du pouvoir législatif aux aléas d'un tirage au sort ? Je vote pour une politique, pas pour qu'elle soit influencée par le hasard;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Non, c'est au cours de leurs campagne que les élues doivent sentir, comprendre et proposer ce qui donnera satisfaction à la majorité.
C'est donc à nous citoyen à nous exprimer pendant ces campagnes, pour que les élus aient le meilleur bagage pour prendre les décisions qui souhaite la majorité.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
c'est le rôle des élus, à la rigueur chaque élu doit mettre en place un moyen d'écouter ses électeurs dans sa circonscription ;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Plutôt contre : décider des choses pour l'ensemble d'un pays nécessite un gros investissement à mon sens pour comprendre l'existant, les impacts de la décision, écouter les différents partis, etc. Pour progresser il faut prendre ce temps. Ma crainte serait d'avoir des personnes tirées au sort qui déciderait sur la base d'un ressenti non justifié ou, pire, après avoir été approché par un tiers qui a parti prenante dans le résultat d'un vote (ex : lobby) et avoir eu des infos incomplètes, erronées, voire pire, des cadeaux

Elu est un vrai métier, facile à dénigrer mais j'imagine très dur à exercer, respectons-les et aidons les en donnant notre avis au niveau local. Il est facile de dire ""on ne nous demande pas votre avis"" : avez-vous déjà tenté de le donner, en contactant votre maire, député, conseiller local, etc ?";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Je suis partagé sur la question car la politique étant devenue professionnelle, c'est une mesure qui permettrait de rapprocher le citoyen de la décision et de contrebalancer justement les politiques professionnels sous influence non seulement de leurs partis mais aussi des lobbys. Mais techniquement,  j'y vois plusieurs difficultés 1) comme déjà exprimé par les autres débatteurs, tout le monde n'aurait pas envie de rentrer dans ces instances. 2)  considérant la complexité du réel cela exigerait une formation poussée pour statuer en véritable connaissance de cause. 3) comment une majorité pourrait-elle faire voter et appliquer des décisions si elles doivent être remises en cause par des citoyens tirés au sort. Malgré ça, j'y suis plus favorable qu'au RIC à tout crin.       ;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"Si l'on suit votre raisonnement, nous devrions avoir une majorité de députés LREM incapables puisque plus de la moitié n'a jamais exercé aucun mandat. Et 117 sur 308 n'ont pas de couleur politique connue. La majorité de ces députés sont issus de la société civile. Ils seraient donc incompétents.
Je pense à l'inverse que l'avantage du tirage au sort, c'est que les personnes qui en sont issues ne sont redevables de rien à quiconque, si ce n'est devant le peuple. Si élu était un métier, il y aurait des formations appropriées. Je n'en voit aucune et être énarque ne garantit en rien contre les dérives de toutes natures.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"C'est vrai que si la démocratie existe, il faut en respecter les règles. Et d'ailleurs, le fait d'être élu ne garantit pas qu'on va les respecter. On en a des exemples trop fréquemment. Ce qui me semble d'ailleurs anormal, c'est qu'un élu condamné en justice puisse se représenter devant le peuple.
J'estime que si la France était une démocratie réelle, les différentes catégorie sociales seraient mieux représentées.
Intéressez vous aux écrits de Mme Julia Cagé (le prix de la démocratie) et vous relativiserez certaines choses dans le domaine.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Oui, les citoyens doivent être beaucoup plus sollicités à la vie politique car dans politique il y a peuple. Nous sommes tous concernés en tant que citoyen par les décisions politiques et la politique ne devrait pas seulement être un métier lié aux professionnels ayant fait l'ENA. La démocratie athénienne était un trés bon modèle qui fonctionnait car beaucoup plus participatif et impliquant.  Les jurés d'accises sont aussi un bon modèle qui marche de l'implication des citoyens dans des décisions importantes. Il serait bon de transposer et adapter ces modèles à notre politique.;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
"30% des députés pourraient être tirés au sort, parmi les citoyens entre 18 et 60 ans. Ainsi, on s'habituera à la réelle diversité sociale, ethnique et sexuelle du pays. On le voit actuellement, beaucoup de députés n'avaient aucune idée de ce qui les attendait en arrivant et cela ne pose pas plus de problèmes que sous les précédentes législatures.
Les députés ainsi tirés au sort bénéficieraient, pendant l'année précédant leur mandat, de formations relatives aux institutions, aux finances publiques, observeraient le fonctionnement de l'Etat, de l'Europe et des collectivités territoriales et, lors de leur dernière année de mandat, pourraient être le tuteur d'un de leurs successeur.";Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
Et si ça marche, on pourrait passer à 50%.;Faut-il associer davantage et directement des citoyens non élus, par exemple tirés au sort, à la décision publique ?;Démocratie et citoyenneté
l'initiative pourrait en revenir à nos députés (pourquoi pas?);Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
L'initiative doit en revenir surtout aux citoyens avec un seuil de signature minimum. Ces référendums doivent pouvoir permettre de faire retirer un projet de loi, de proposer un projet de loi et pourquoi pas de solliciter la démission d'élus qui n'auraient pas rempli le contrat pour lequel ils ont été élus.;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"mettre en place le RIC, et de manière plus globale, consulter le peuple, à chaque fois que c'est nécessaire, sur les grandes questions de société, sur les évolutions démocratiques, pour ne plus avoir le sentiment que les citoyens ne sont consultés qu'aux élections... 
Sur un quinquennat, consultation obligatoire au moins 2 fois par exemple. Un 1er référendum au bout de 2 ans max ""bilan à mi-mandat"" et ""perspectives pour les 3 ans à venir"" et un référendum plus thématique : quel modèle social, quelle europe, quelle culture, quelle éducation, quelle défense, etc";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"Le recours aux référendums devraient être obligatoire pour toute les questions se rapportant aux grands traités supra-nationaux, (genre le référendum de 2005, le traité de maastricht). Même chose en cas de modification de la Constitution.

Pour les projets et propositions de lois émis par le gouvernement et les parlementaires, un référendum sur le projet peut
être instauré à l'initiative d'une motion regroupant la signature d'au moins 1/3 des parlementaires.

Pour les projets, idées, et sujet de débat à l'initiative des citoyens, même principe, avec un seuil d'au moins 1 000 000 de signatures certifiées par des citoyens inscrits sur les listes électorales.";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
Puisque l'AN n'est plus la voix du peuple ;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"Oui aux référendums d initiative gouvernementale ou citoyenne à conditionde:
-définir les sujets qui feraient obligatoirement l objet de consultations
-respecter le résultat de la consultation:on a encore en tete Maastricht;les français ont voté non et celà a été fait quand meme.Le fait du Prince";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"Oui pour certains sujets de sociétés , sur proposition d'un certain nombre de personnes (à voir !)
Non pour mettre dehors un président (qui a été élu) 5 ans c'est déjà très court pour voir le fruit des réformes ,si l'on change d'élus tous les 2 ans ,il n 'y aura rien de fait dans les réformes de fond qui sont indispensables ";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
Oui évidemment, les citoyens doivent avoir le droit de s'exprimer sur les grandes questions qui agissent sur leur quotidien et sur l'avenir de la France !;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"lors d’une mobilisation importante (a déterminer) par l’ensemble des français 
il faudrait le traduire en référendum. mais utilisé prudemment pour de grand sujet et non à tout bout de champ non plus..";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
oui le referendum pour les questions  essentielles  de l'avenir et sur le quotidien des français  ;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"Oui davantage de recours au référendum. 
Par contre l'initiative ne doit pas venir du politique (risque de censure au parlement et ou au conseil constitutionnel). 
Cela doit venir des citoyens français, et il faudrait définir un nombre de signature (2M ?) comme la récente consultation qui a eu lieu pour l'écologie. 
Enfin le parlement doit RESPECTER le choix des citoyens même si cela nuit à l'intérêt des politiques ou d'une caste.  Par conséquent il faut voir comment on place le référendum dans la hiérarchie des normes.

Cordialement, ";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"non, il ne faut pas oublier que le referendum a été crée par le Général De Gaulle pour faire passer des lois en force en se mettant dans la balance, votez oui ou je m'en vais
le referendum doit rester une procédure d'exception,  pour des changements de la constitution, l'engagement de ma France envers les pays étrangers, et pour dissoudre l'assemblée si le peuple ne s'y sent plus représenté.
ensuite il faut que les résultats soient respectés cf celui de 2005 ! 
on aurait pu aussi faire un referendum pour ratifier le traité de Marrakech, et celui qui va créer bientot un parlement franco-allemand";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"Le référendum a le mérite d'exister mais il doit être utilisé de façon exceptionnelle et sous certaines conditions :
- la question doit concerner le plus grand nombre --> de ce point de vue par exemple le mariage pour tous ne concerne pas tout le monde, il concerne les couples homos et n'enlève rien aux autres
- la question posée doit être suffisamment importante --> cette importance peut se quantifier au moyen de pétitions par ex x millions de personnes souhaitent le référendum
- les conséquences du vote dans les deux issues doivent être perçues clairement par les votants --> pas comme le brexit, demander à un peuple de prendre cette décision dont il n'a pas les tenants aboutissants, ce n'est pas de la démocratie selon moi
- un référendum ne peut conduire à un résultat qui serait anti constitutionnel, sauf si le référendum a pour but précis d'apporter une modification à la constitution
";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
bien sur qu il faut accroître le recours au référendum.  le résultat de ce genre de consultation notamment devrais déboucher la dessus;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
l'initiative devrait pouvoir être prise par les citoyens qui le réclameraient : a condition que ce soit notifié par plus de 2 a 3000 personnes;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
tout à fait d'accord!;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
Oui, proposer un vote régulier des citoyens sur tout les grands sujets en débat.;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
Oui il faut un recours aux référendums à la demande d'1% des électeurs ou 1/3 des parlementaires;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
"Oui, mais seulement sur des grandes questions. Je trouve que l'idée d'1/3 des parlementaires est intéressante ou à un certains nombre de citoyens (300 000) par exemple.
Mais pas pour la démission d'un président en fonction. Sinon tous les ans il y aura des changements. 5 ans c'est déjà relativement court pour mettre en place un projet. 
Ces référendums auront aussi un coût qu'il ne faut pas oublier. Réservons le aux questions importantes.
";Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
À l'école on apprends que la démocratie signifie le pouvoir au peuple...;Faut-il accroître le recours aux référendums et qui doit en avoir l’initiative ?;Démocratie et citoyenneté
